"mifi";"virgin mobile mifi";1
"mi fi";"virgin mobile mifi";1
"mi-fi";"virgin mobile mifi";1
"Mi Fi";"virgin mobile mifi";1
"Mi-Fi";"virgin mobile mifi";1
"MiFi";"virgin mobile mifi";1
"Mifi";"virgin mobile mifi";1
