"Регулировка мощности";"Вес";"Уровень шума";"Тип инфракрасного обогревателя";"Уровни мощности";"Защитные функции";"Установка тепловой завесы";"Изображение";"Термостат";"Количество секций";"Максимальный воздухообмен";"Наименование";"Габариты (ШхВхГ)";"Тип";"Напряжение";"Поворот корпуса";"Удобство использования";"Потребляемая энергия";"Тип нагревательного элемента";"Вентиляция без нагрева";"Дополнительная информация";"Каминный эффект";"Ионизатор";"Цена";"Управление";"Пылевой фильтр";"Увлажнитель";"Варианты монтажа";"Площадь обогрева";"Максимальный нагрев поверхности";"Вентилятор";"Мощность обогрева";"Таймер"
"";5.5;0;"";"";"защита от мороза, отключение при перегреве, влагозащитный корпус";"";"dimplexunique-2nc8-102-4s.jpg";"есть";"";"";"Dimplex Unique 2NC8 102 4S";"73.5x40x8 см";"конвектор";"220/230 В";"";"";0;"";"";"класс защиты - IP24, ножки опционально, разъем для подключения таймера или радиоблока";"";"";5628;"электронное, регулировка температуры, выключатель со световым индикатором";"";"";"настенный, напольный";0;"";"";1000;""
"";6.9;0;"";"";"защита от мороза, отключение при перегреве, влагозащитный корпус";"";"dimplexunique-2nc8-122-2l.jpg";"есть";"";"";"Dimplex Unique 2NC8 122 2L";"154.5x20x8 см";"конвектор";"220/230 В";"";"";0;"ТЭН";"";"класс защиты - IP21, ножки опционально, разъем для подключения таймера или радиоблока";"";"";5898;"электронное, регулировка температуры";"";"";"настенный, напольный";12;"";"";1200;"есть"
"";6.9;0;"";"";"защита от мороза, отключение при перегреве, влагозащитный корпус";"";"dimplexunique-2nc8-122-4l.jpg";"есть";"";"";"Dimplex Unique 2NC8 122 4L";"91.5x40x8 см";"конвектор";"220/230 В";"";"";0;"";"";"класс защиты - IP21, ножки опционально, разъем для подключения таймера или радиоблока";"";"";5476;"электронное, регулировка температуры, выключатель со световым индикатором";"";"";"настенный, напольный";0;"";"";1200;"есть"
"";6.9;0;"";"";"защита от мороза, отключение при перегреве, влагозащитный корпус";"";"dimplexunique-2nc8-122-4s.jpg";"есть";"";"";"Dimplex Unique 2NC8 122 4S";"91.5x40x8 см";"конвектор";"220/230 В";"";"";0;"";"";"класс защиты - IP24, ножки опционально, разъем для подключения таймера или радиоблока";"";"";5941;"электронное, регулировка температуры, выключатель со световым индикатором";"";"";"настенный, напольный";0;"";"";1200;""
"";7.7;0;"";"";"защита от мороза, отключение при перегреве, влагозащитный корпус";"";"dimplexunique-2nc8-152-2l.jpg";"есть";"";"";"Dimplex Unique 2NC8 152 2L";"172.5x20x8 см";"конвектор";"220/230 В";"";"";0;"";"";"класс защиты - IP21, ножки опционально, разъем для подключения таймера или радиоблока";"";"";6183;"электронное, регулировка температуры, выключатель со световым индикатором";"";"";"настенный, напольный";0;"";"";1500;"есть"
"";8.4;0;"";"";"защита от мороза, отключение при перегреве, влагозащитный корпус";"";"dimplexunique-2nc8-152-4l.jpg";"есть";"";"";"Dimplex Unique 2NC8 152 4L";"109.5x40x8 см";"конвектор";"220/230 В";"";"";0;"";"";"класс защиты - IP21, ножки опционально, разъем для подключения таймера или радиоблока";"";"";5918;"электронное, регулировка температуры, выключатель со световым индикатором";"";"";"настенный, напольный";0;"";"";1500;"есть"
"";8.4;0;"";"";"защита от мороза, отключение при перегреве, влагозащитный корпус";"";"dimplexunique-2nc8-152-4s.jpg";"есть";"";"";"Dimplex Unique 2NC8 152 4S";"109.5x40x8 см";"конвектор";"220/230 В";"";"";0;"";"";"ножки опционально, разъем для подключения таймера или радиоблока";"";"";6298;"электронное, регулировка температуры, выключатель со световым индикатором";"";"";"настенный, напольный";0;"";"";1500;""
"";10.4;0;"";"";"защита от мороза, отключение при перегреве, влагозащитный корпус";"";"dimplexunique-2nc8-202-4l.jpg";"есть";"";"";"Dimplex Unique 2NC8 202 4L";"136.5x40x8 см";"конвектор";"220/230 В";"";"";0;"";"";"класс защиты - IP21, ножки опционально, разъем для подключения таймера или радиоблока";"";"";6508;"электронное, регулировка температуры, выключатель со световым индикатором";"есть";"";"настенный, напольный";0;"";"есть";2000;"есть"
"";10.4;0;"";"";"защита от мороза, отключение при перегреве, влагозащитный корпус";"";"dimplexunique-2nc8-202-4s.jpg";"есть";"";"";"Dimplex Unique 2NC8 202 4S";"135.6x40x8 см";"конвектор";"220/230 В";"";"";0;"";"";"ножки опционально, разъем для подключения таймера или радиоблока";"";"";6934;"электронное, регулировка температуры, выключатель со световым индикатором";"";"";"настенный, напольный";0;"";"";2000;""
"Dyson"
"есть";2.7;0;"";"";"отключение при перегреве";"";"dysonam04-fan-heater.jpg";"есть";"";"";"Dyson AM04 Fan Heater";"20x58x20 см";"термовентилятор";"220/230 В";"есть, угол поворота 80°";"";0;"керамический нагреватель";"есть";"безлопастной";"";"";17990;"электронное, дисплей, пульт ДУ, регулировка температуры";"";"есть";"напольный";0;"";"есть";0;""
"EWT"
"";0.0;0;"";"";"защита от мороза, отключение при перегреве";"";"ewtclima-272-e2ts.jpg";"есть";"";"";"EWT CLIMA 272 E2TS";"54x37.5x17.3 см";"конвектор";"";"";"";0;"";"";"";"";"";1448;"механическое, регулировка температуры";"";"";"настенный, напольный";0;"";"";2000;"нет"
"есть";0.0;0;"";"2000/1000 Вт";"защита от мороза, отключение при перегреве";"";"ewtclima-274-e2tsf.jpg";"есть";"";"";"EWT CLIMA 274 E2TSF";"54x37.5x17.3 см";"конвектор";"";"";"";0;"";"есть";"";"";"";1940;"механическое, регулировка температуры";"";"";"настенный, напольный";0;"";"есть";0;"нет"
"есть";9.4;0;"";"1500/750 Вт";"защита от мороза, отключение при перегреве";"";"ewtor115tlg.jpg";"есть";"7";"";"EWT OR115TLG";"24.5x63.2x37.8 см";"масляный радиатор";"";"";"отделение для шнура, колесики";0;"";"";"";"";"";2690;"механическое, выключатель со световым индикатором";"";"";"напольный";0;"";"есть";0;"нет"
"есть";0.0;0;"";"2000/1000 Вт";"защита от мороза, отключение при перегреве";"";"ewtor120tlg.jpg";"есть";"9";"";"EWT OR120TLG";"";"масляный радиатор";"";"";"отделение для шнура, колесики";0;"";"";"";"";"";2850;"механическое, выключатель со световым индикатором";"";"";"напольный";0;"";"есть";0;"нет"
"есть";12.9;0;"";"2000/1000 Вт";"защита от мороза, отключение при перегреве";"";"ewtor120tls.jpg";"есть";"9";"";"EWT OR120TLS";"24.5x63.2x44.8 см";"масляный радиатор";"";"";"отделение для шнура, колесики";0;"";"";"";"";"";2625;"механическое, выключатель со световым индикатором";"";"";"напольный";0;"";"";0;"нет"
"есть";13.5;0;"";"2500/1250 Вт";"защита от мороза, отключение при перегреве";"";"ewtor125tlg.jpg";"есть";"11";"";"EWT OR125TLG";"24.5x63.2x52.7 см";"масляный радиатор";"";"";"отделение для шнура, колесики";0;"";"";"";"";"";0;"механическое, выключатель со световым индикатором";"";"";"напольный";0;"";"есть";0;"нет"
"есть";13.5;0;"";"2500/1250 Вт";"защита от мороза, отключение при перегреве";"";"ewtor125tls.jpg";"есть";"11";"";"EWT OR125TLS";"24.5x63.2x52.7 см";"масляный радиатор";"";"";"отделение для шнура, колесики";0;"";"";"";"";"";2840;"механическое, выключатель со световым индикатором";"";"";"напольный";0;"";"";0;"нет"
"Edisson"
"";2.9;0;"";"";"отключение при перегреве, отключение при опрокидывании";"";"edissons05ub.jpg";"";"";"";"Edisson S05UB";"33x42x7 см";"конвектор";"";"";"";0;"";"";"";"";"";2131;"механическое, регулировка температуры, выключатель со световым индикатором";"";"";"настенный";5;"";"";500;"нет"
"";4.3;0;"";"";"отключение при перегреве, отключение при опрокидывании";"";"edissons10ub.jpg";"";"";"";"Edisson S10UB";"50x42x7 см";"конвектор";"";"";"";0;"";"";"";"";"";2124;"механическое, регулировка температуры, выключатель со световым индикатором";"";"";"настенный";10;"";"";1000;"нет"
"";0.0;0;"";"";"отключение при перегреве, отключение при опрокидывании";"";"edissons15ub.jpg";"";"";"";"Edisson S15UB";"70x42x7 см";"конвектор";"220/230 В";"";"";0;"";"";"";"";"";2421;"механическое";"";"";"настенный";15;"";"";1500;"нет"
"";7.6;0;"";"";"отключение при перегреве, отключение при опрокидывании";"";"edissons20ub.jpg";"есть";"";"";"Edisson S20UB";"90x42x7 см";"конвектор";"220/230 В";"";"";0;"";"";"";"";"";2291;"регулировка температуры";"";"";"настенный";20;"";"";2000;""
"Electrolux"
"есть";3.7;0;"";"1000/500 Вт";"отключение при перегреве, влагозащитный корпус";"";"electroluxechag-1000ef.jpg";"есть";"";"";"Electrolux ECH/AG-1000EF";"46x40x7.8 см";"конвектор";"220/230 В";"";"колесики";0;"";"";"многокомпонентная система очистки воздуха";"";"";2980;"электронное";"";"";"настенный, напольный";15;"";"";0;"есть, на 24 ч"
"есть";3.7;0;"";"1000/500 Вт";"защита от мороза, отключение при перегреве, влагозащитный корпус";"";"electroluxechag-1000ef-plus.jpg";"есть";"";"";"Electrolux ECH/AG-1000EF Plus";"46x40x7.8 см";"конвектор";"220/230 В";"";"колесики";0;"";"";"многокомпонентная система очистки воздуха";"";"есть";3290;"электронное, дисплей, регулировка температуры, выключатель со световым индикатором";"есть";"";"настенный, напольный";15;"";"";0;"есть, на 24 ч"
"есть";3.6;0;"";"1000/500 Вт";"отключение при перегреве, влагозащитный корпус";"";"electroluxechag-1000m.jpg";"";"";"";"Electrolux ECH/AG-1000M";"46x40x7.8 см";"конвектор";"220/230 В";"";"колесики";0;"";"";"нагревательный элемент X-DUOS, auto restart";"";"";2460;"";"";"";"настенный, напольный";15;"";"";0;"нет"
"есть";3.6;0;"";"1000/500 Вт";"отключение при перегреве, влагозащитный корпус";"";"electroluxechag-1000mf.jpg";"есть";"";"";"Electrolux ECH/AG-1000MF";"46x40x7.8 см";"конвектор";"220/230 В";"";"колесики";0;"";"";"многофункциональная система очистки воздуха";"";"";2690;"механическое";"есть";"";"настенный, напольный";15;"";"";0;"нет"
"есть";4.5;0;"";"1500/750 Вт";"отключение при перегреве, влагозащитный корпус";"";"electroluxechag-1500ef.jpg";"есть";"";"";"Electrolux ECH/AG-1500EF";"59.5x40x7.8 см";"конвектор";"220/230 В";"";"колесики";0;"";"";"многокомпонентная система очистки воздуха";"";"";3590;"электронное";"";"";"настенный, напольный";20;"";"";0;"есть, на 24 ч"
"есть";4.5;0;"";"1500/750 Вт";"защита от мороза, отключение при перегреве, влагозащитный корпус";"";"electroluxechag-1500ef-plus.jpg";"есть";"";"";"Electrolux ECH/AG-1500EF Plus";"59.5x40x7.8 см";"конвектор";"220/230 В";"";"колесики";0;"";"";"многокомпонентная система очистки воздуха";"";"есть";3890;"электронное, дисплей, регулировка температуры, выключатель со световым индикатором";"есть";"";"настенный, напольный";20;"";"";0;"есть, на 24 ч"
"есть";4.4;0;"";"1500/750 Вт";"отключение при перегреве, влагозащитный корпус";"";"electroluxechag-1500m.jpg";"";"";"";"Electrolux ECH/AG-1500M";"59.5x40x7.8 см";"конвектор";"220/230 В";"";"колесики";0;"";"";"нагревательный элемент X-DUOS, auto restart";"";"";0;"";"";"";"настенный, напольный";18;"";"";0;"нет"
"есть";4.37;0;"";"1500/750 Вт";"отключение при перегреве, влагозащитный корпус";"";"electroluxechag-1500mf.jpg";"есть";"";"";"Electrolux ECH/AG-1500MF";"59.5x40x7.8 см";"конвектор";"220/230 В";"";"колесики";0;"";"";"многофункциональная система очистки воздуха";"";"";2990;"механическое";"есть";"";"настенный, напольный";20;"";"";0;"нет"
"есть";5.78;0;"";"2000/1000 Вт";"отключение при перегреве, влагозащитный корпус";"";"electroluxechag-2000ef.jpg";"есть";"";"";"Electrolux ECH/AG-2000EF";"83x40x7.8 см";"конвектор";"220/230 В";"";"колесики";0;"";"";"многокомпонентная система очистки воздуха";"";"";0;"электронное";"";"";"настенный, напольный";25;"";"";0;"есть, на 24 ч"
"есть";5.78;0;"";"2000/1000 Вт";"защита от мороза, отключение при перегреве, влагозащитный корпус";"";"electroluxechag-2000ef-plus.jpg";"есть";"";"";"Electrolux ECH/AG-2000EF Plus";"83x40x7.8 см";"конвектор";"220/230 В";"";"колесики";0;"";"";"многокомпонентная система очистки воздуха,";"";"есть";4390;"электронное, дисплей, регулировка температуры, выключатель со световым индикатором";"есть";"";"настенный, напольный";25;"";"";0;"есть, на 24 ч"
"есть";5.6;0;"";"2000/1000 Вт";"отключение при перегреве, влагозащитный корпус";"";"electroluxechag-2000m.jpg";"";"";"";"Electrolux ECH/AG-2000M";"83x40x7.8 см";"конвектор";"220/230 В";"";"колесики";0;"";"";"нагревательный элемент X-DUOS, auto restart";"";"";3659;"";"";"";"настенный, напольный";25;"";"";0;"нет"
"есть";5.66;0;"";"2000/1000 Вт";"отключение при перегреве, влагозащитный корпус";"";"electroluxechag-2000mf.jpg";"есть";"";"";"Electrolux ECH/AG-2000MF";"83x40x7.8 см";"конвектор";"220/230 В";"";"колесики";0;"";"";"многофункциональная система очистки воздуха";"";"";0;"механическое";"есть";"";"настенный, напольный";25;"";"";0;"нет"
"есть";3.4;0;"";"500/250 Вт";"отключение при перегреве, влагозащитный корпус";"";"electroluxechag-500ef.jpg";"есть";"";"";"Electrolux ECH/AG-500EF";"46x40x7.8 см";"конвектор";"220/230 В";"";"колесики";0;"";"";"многокомпонентная система очистки воздуха";"";"";2690;"электронное";"";"";"настенный, напольный";8;"";"";0;"есть, на 24 ч"
"";3.3;0;"";"";"отключение при перегреве, влагозащитный корпус";"";"electroluxechag-500m.jpg";"";"";"";"Electrolux ECH/AG-500M";"46x40x7.8 см";"конвектор";"220/230 В";"";"колесики";0;"";"";"нагревательный элемент X-DUOS, auto restart";"";"";2100;"";"";"";"настенный, напольный";8;"";"";500;"нет"
"есть";3.3;0;"";"500/250 Вт";"отключение при перегреве, влагозащитный корпус";"";"electroluxechag-500mf.jpg";"есть";"";"";"Electrolux ECH/AG-500MF";"46x40x7.8 см";"конвектор";"220/230 В";"";"колесики";0;"";"";"многофункциональная система очистки воздуха";"";"";2290;"механическое";"есть";"";"настенный, напольный";8;"";"";0;"нет"
"";3.1;0;"";"";"отключение при перегреве, влагозащитный корпус";"";"electroluxechl-500-u.jpg";"есть";"";"";"Electrolux ECH/L-500 U";"46x40x7.8 см";"конвектор";"";"";"колесики";0;"";"";"";"";"";0;"электронное, дисплей, регулировка температуры";"";"";"настенный, напольный";8;"";"";500;"есть"
"есть";1.5;0;"";"1500/850 Вт";"отключение при перегреве";"";"electroluxefhc-2115.jpg";"есть";"";"";"Electrolux EFH/C-2115";"28x11.7x29.5 см";"термовентилятор";"220/230 В";"";"ручка";0;"керамический нагреватель";"есть";"";"";"";1090;"механическое, регулировка температуры";"";"";"напольный";15;"";"есть";0;"нет"
"есть";1.4;0;"";"1500/850 Вт";"отключение при перегреве";"";"electroluxefhc-5115.jpg";"есть";"";"";"Electrolux EFH/C-5115";"19x24.8x17 см";"термовентилятор";"220/230 В";"";"ручка";0;"керамический нагреватель";"есть";"";"";"";1061;"механическое, регулировка температуры";"";"";"напольный";20;"";"есть";0;"нет"
"есть";1.0;0;"";"1500/750 Вт";"отключение при перегреве";"";"electroluxefhs-1115.jpg";"есть";"";"";"Electrolux EFH/S-1115";"17.3x25.1x13.5 см";"термовентилятор";"220/230 В";"";"ручка";0;"электрическая спираль";"есть";"";"";"";690;"механическое, регулировка температуры";"";"";"напольный";20;"";"есть";0;"нет"
"есть";4.9;0;"";"1000/500 Вт";"отключение при перегреве, влагозащитный корпус";"";"electroluxeihag-1000e.jpg";"есть";"";"";"Electrolux EIH/AG-1000E";"59x43.5x5.5 см";"конвектор";"220/230 В";"";"";0;"";"";"";"";"";3720;"электронное, дисплей, регулировка температуры";"";"";"настенный, напольный";15;"";"";0;"есть, на 24 ч"
"есть";6.4;0;"";"1500/750 Вт";"отключение при перегреве, влагозащитный корпус";"";"electroluxeihag-1500e.jpg";"есть";"";"";"Electrolux EIH/AG-1500E";"81x43.5x5.5 см";"конвектор";"220/230 В";"";"";0;"";"";"";"";"";4290;"электронное, дисплей, регулировка температуры";"";"";"настенный, напольный";20;"";"";0;"есть, на 24 ч"
"есть";8.9;0;"";"2000/1000 Вт";"отключение при перегреве, влагозащитный корпус";"";"electroluxeihag-2000e.jpg";"есть";"";"";"Electrolux EIH/AG-2000E";"103x43.5x5.5 см";"конвектор";"220/230 В";"";"";0;"";"";"";"";"";0;"электронное, дисплей, регулировка температуры";"";"";"настенный, напольный";25;"";"";0;"есть, на 24 ч"
"есть";8.0;0;"";"1500/900/600 Вт";"отключение при перегреве, отключение при опрокидывании";"";"electroluxeohd-2157.jpg";"есть";"7";"";"Electrolux EOH/D-2157";"24.2x62x39.8 см";"масляный радиатор";"220/230 В";"";"отделение для шнура, колесики, ручка";0;"";"";"функция ""родительский контроль""";"есть";"";3450;"электронное, дисплей, регулировка температуры, выключатель со световым индикатором";"";"";"напольный";20;"";"";0;"есть, на 24 ч"
"есть";9.8;0;"";"2000/1200/800 Вт";"отключение при перегреве, отключение при опрокидывании";"";"electroluxeohd-2209.jpg";"есть";"9";"";"Electrolux EOH/D-2209";"24.2x62x48.8 см";"масляный радиатор";"220/230 В";"";"отделение для шнура, колесики, ручка";0;"";"";"функция ""родительский контроль""";"есть";"";3660;"электронное, дисплей, регулировка температуры, выключатель со световым индикатором";"";"";"напольный";25;"";"";0;"есть, на 24 ч"
"есть";8.5;0;"";"1500/900/600 Вт";"отключение при перегреве, отключение при опрокидывании";"";"electroluxeohm-1157.jpg";"есть";"";"";"Electrolux EOH/M-1157";"24.2x62x39.8 см";"масляный радиатор";"220/230 В";"";"отделение для шнура, колесики, ручка";0;"";"";"функция ""родительский контроль""";"есть";"";2338;"механическое, регулировка температуры, выключатель со световым индикатором";"";"";"напольный";20;"";"";0;"нет"
"есть";10.3;0;"";"2000/1200/800 Вт";"отключение при перегреве, отключение при опрокидывании";"";"electroluxeohm-1209.jpg";"есть";"";"";"Electrolux EOH/M-1209";"24.2x62x48.8 см";"масляный радиатор";"220/230 В";"";"отделение для шнура, колесики, ручка";0;"";"";"функция ""родительский контроль""";"есть";"";2589;"механическое, регулировка температуры, выключатель со световым индикатором";"";"";"напольный";25;"";"";0;"нет"
"есть";6.4;0;"";"1000/600/400 Вт";"отключение при перегреве, отключение при опрокидывании";"";"electroluxeohm-3105.jpg";"есть";"5";"";"Electrolux EOH/M-3105";"24.8x64.4x33 см";"масляный радиатор";"220/230 В";"";"отделение для шнура, колесики, ручка";0;"";"";"функция ""родительский контроль""";"есть";"";1990;"механическое, регулировка температуры, выключатель со световым индикатором";"";"";"напольный";15;"";"";0;"нет"
"есть";8.0;0;"";"1500/900/600 Вт";"отключение при перегреве, отключение при опрокидывании";"";"electroluxeohm-3157.jpg";"есть";"7";"";"Electrolux EOH/M-3157";"24.8x64.4x36.2 см";"масляный радиатор";"220/230 В";"";"отделение для шнура, колесики, ручка";0;"";"";"функция ""родительский контроль""";"есть";"";2250;"механическое, регулировка температуры, выключатель со световым индикатором";"";"";"напольный";20;"";"";0;"нет"
"есть";9.6;0;"";"2000/1200/800 Вт";"отключение при перегреве, отключение при опрокидывании";"";"electroluxeohm-3209.jpg";"есть";"9";"";"Electrolux EOH/M-3209";"24.8x64.4x44.3 см";"масляный радиатор";"220/230 В";"";"отделение для шнура, колесики, ручка";0;"";"";"функция ""родительский контроль""";"есть";"";2560;"механическое, регулировка температуры, выключатель со световым индикатором";"";"";"напольный";25;"";"";0;"нет"
"есть";8.5;0;"";"1500/900/600 Вт";"";"";"electroluxeohm-4157.jpg";"";"7";"";"Electrolux EOH/M-4157";"24.2x62x39.8 см";"масляный радиатор";"220/230 В";"";"отделение для шнура, колесики, ручка";0;"";"";"";"есть";"";2490;"механическое, выключатель со световым индикатором";"";"";"напольный";20;"";"";0;"нет"
"есть";10.3;0;"";"2000/1200/800 Вт";"отключение при перегреве";"";"electroluxeohm-4209.jpg";"";"7";"";"Electrolux EOH/M-4209";"24.2x62x48.8 см";"масляный радиатор";"220/230 В";"";"отделение для шнура, колесики, ручка";0;"";"";"";"есть";"";2700;"механическое, выключатель со световым индикатором";"";"";"напольный";25;"";"";0;"нет"
"Elitech"
"есть";0.0;0;"";"2000/1000 Вт";"отключение при перегреве";"";"elitechtp-2e.jpg";"есть";"";"120 куб.м/ч";"Elitech ТП 2Е";"";"тепловая пушка";"220/230 В";"";"ручка";0;"ТЭН";"есть";"";"";"";1471;"механическое, регулировка температуры, выключатель со световым индикатором";"";"";"напольный";0;"";"есть";0;"нет"
"есть";5.1;0;"";"3000/1500 Вт";"";"";"elitechtp-3e.jpg";"есть";"";"510 куб.м/ч";"Elitech ТП 3Е";"";"тепловая пушка";"220/230 В";"";"ручка";0;"";"есть";"";"";"";1950;"механическое, регулировка температуры";"";"";"напольный";0;"";"есть";0;"нет"
"есть";0.0;0;"";"3000/1500 Вт";"отключение при перегреве";"";"elitechtp-3ek.jpg";"есть";"";"298 куб.м/ч";"Elitech ТП 3ЕК";"";"тепловая пушка";"220/230 В";"";"ручка";0;"ТЭН";"есть";"";"";"";2330;"механическое, регулировка температуры";"";"";"напольный";0;"";"есть";0;"нет"
"есть";5.5;0;"";"5000/2500 Вт";"отключение при перегреве";"";"elitechtp-5e.jpg";"есть";"";"510 куб.м/ч";"Elitech ТП 5Е";"";"тепловая пушка";"380/400 В";"";"ручка";0;"ТЭН";"есть";"";"";"";2855;"механическое, регулировка температуры, выключатель со световым индикатором";"";"";"напольный";0;"";"есть";0;"нет"
"есть";7.0;0;"";"5000/2500 Вт";"отключение при перегреве";"";"elitechtp-5ek.jpg";"есть";"";"365 куб.м/ч";"Elitech ТП 5ЕК";"36.5x48.8x33.5 см";"тепловая пушка";"380/400 В";"";"ручка";0;"ТЭН";"есть";"";"";"";3868;"механическое";"";"";"напольный";0;"";"есть";0;"есть"
"Engy"
"есть";0.0;0;"";"";"отключение при перегреве";"";"engyen-1309f.jpg";"есть";"9";"";"Engy EN-1309F";"";"масляный радиатор";"220/230 В";"";"отделение для шнура, колесики, ручка";0;"";"";"";"";"";0;"механическое, регулировка температуры, выключатель со световым индикатором";"";"";"напольный";0;"";"есть";2500;"нет"
"Ensto"
"";4.94;0;"";"";"защита от мороза, отключение при перегреве";"";"enstoephbe10p.jpg";"есть";"";"";"Ensto EPHBE10P";"85.3x38.9x8.5 см";"конвектор";"220/230 В";"";"";0;"";"";"ножки опционально";"";"";3980;"электронное, регулировка температуры, выключатель со световым индикатором";"";"";"настенный, напольный";0;"";"";1000;"нет"
"";8.605;0;"";"";"защита от мороза, отключение при перегреве";"";"enstoephbe20p.jpg";"есть";"";"";"Ensto EPHBE20P";"152.3x38.9x8.5 см";"конвектор";"220/230 В";"";"";0;"";"";"ножки опционально";"";"";5500;"электронное, регулировка температуры, выключатель со световым индикатором";"";"";"настенный, напольный";0;"";"";2000;"нет"
"";3.51;0;"";"";"защита от мороза, отключение при перегреве";"";"enstoephbm05p.jpg";"есть";"";"";"Ensto EPHBM05P";"58.5x38.9x8.5 см";"конвектор";"220/230 В";"";"";0;"";"";"ножки опционально";"";"";2970;"механическое, регулировка температуры";"";"";"настенный, напольный";0;"";"";500;"нет"
"";0.0;0;"";"";"защита от мороза, отключение при перегреве";"";"enstoephbm07p.jpg";"есть";"";"";"Ensto EPHBM07P";"71.9x38.9x8.5 см";"конвектор";"220/230 В";"";"";0;"";"";"ножки опционально";"";"";3300;"механическое, регулировка температуры";"";"";"настенный, напольный";0;"";"";750;"нет"
"";0.0;0;"";"";"защита от мороза, отключение при перегреве";"";"enstoephbm10p.jpg";"есть";"";"";"Ensto EPHBM10P";"85.3x38.9x8.5 см";"конвектор";"220/230 В";"";"";0;"";"";"ножки опционально";"";"";3463;"механическое, регулировка температуры";"";"";"настенный, напольный";0;"";"";1000;"нет"
"";6.525;0;"";"";"защита от мороза, отключение при перегреве";"";"enstoephbm15p.jpg";"есть";"";"";"Ensto EPHBM15P";"112.1x38.9x8.5 см";"конвектор";"220/230 В";"";"";0;"";"";"ножки опционально";"";"";3450;"механическое, регулировка температуры";"";"";"настенный, напольный";0;"";"";1500;"нет"
"";8.605;0;"";"";"защита от мороза, отключение при перегреве";"";"enstoephbm20p.jpg";"есть";"";"";"Ensto EPHBM20P";"152.3x38.9x8.5 см";"конвектор";"220/230 В";"";"";0;"";"";"ножки опционально";"";"";0;"механическое, регулировка температуры";"";"";"настенный, напольный";0;"";"";2000;"нет"
"Erisson"
"есть";0.0;0;"";"";"отключение при перегреве";"";"erissonfh-01.jpg";"есть";"";"";"Erisson FH-01";"";"термовентилятор";"220/230 В";"";"ручка";0;"";"есть";"";"";"";450;"механическое, регулировка температуры, выключатель со световым индикатором";"";"";"напольный";0;"";"есть";2000;"нет"
"есть";0.0;0;"";"2000/1000 Вт";"отключение при перегреве";"";"erissonfh-03.jpg";"есть";"";"";"Erisson FH-03";"";"термовентилятор";"220/230 В";"";"";0;"";"есть";"";"";"";432;"механическое, регулировка температуры, выключатель со световым индикатором";"";"";"напольный";0;"";"есть";0;"нет"
"есть";0.0;0;"";"2500/2000/1500 Вт";"защита от мороза, отключение при перегреве";"";"erissonor-1911f.jpg";"есть";"11";"";"Erisson OR-1911F";"";"масляный радиатор";"220/230 В";"";"отделение для шнура, колесики, ручка";0;"";"";"";"есть";"";1670;"механическое, регулировка температуры";"";"";"напольный";0;"";"есть";0;"нет"
"есть";0.0;0;"";"2000/1200/800 Вт";"отключение при перегреве";"";"erissonor-2109.jpg";"есть";"9";"";"Erisson OR-2109";"";"масляный радиатор";"220/230 В";"";"отделение для шнура, колесики, ручка";2000;"";"";"";"";"";0;"механическое, регулировка температуры";"";"";"напольный";0;"";"";0;"нет"
"есть";0.0;0;"";"2500/1500/1000 Вт";"отключение при перегреве";"";"erissonor-2111.jpg";"есть";"11";"";"Erisson OR-2111";"";"масляный радиатор";"220/230 В";"";"отделение для шнура, колесики, ручка";2500;"";"";"";"";"";1440;"механическое, регулировка температуры";"";"";"напольный";0;"";"";0;"нет"
"";0.0;0;"";"";"отключение при перегреве";"";"erissonor-4507.jpg";"есть";"7";"";"Erisson OR-4507";"";"масляный радиатор";"220/230 В";"";"отделение для шнура, колесики, ручка";1500;"";"";"";"";"";1290;"механическое, регулировка температуры";"";"";"напольный";0;"";"";0;"нет"
"";0.0;0;"";"";"отключение при перегреве";"";"erissonor-4509.jpg";"есть";"9";"";"Erisson OR-4509";"";"масляный радиатор";"220/230 В";"";"отделение для шнура, колесики, ручка";2000;"";"";"";"";"";1400;"механическое, регулировка температуры";"";"";"напольный";0;"";"";0;"нет"
"";0.0;0;"";"";"отключение при перегреве";"";"erissonor-4511.jpg";"есть";"11";"";"Erisson OR-4511";"";"масляный радиатор";"220/230 В";"";"отделение для шнура, колесики, ручка";2500;"";"";"";"";"";1500;"механическое, регулировка температуры";"";"";"напольный";0;"";"";0;"нет"
"FUBAG"
"есть";16.0;0;"";"15000/10000/5000 Вт";"отключение при перегреве";"";"fubagbora-150-t.jpg";"есть";"";"1700 куб.м/ч";"FUBAG Bora 150 T";"48.5x49.5x35 см";"тепловая пушка";"380/400 В";"";"ручка";0;"ТЭН";"есть";"";"";"";6606;"механическое, регулировка температуры";"";"";"";0;"";"есть";0;""
"есть";5.0;45;"";"2000/1000 Вт";"отключение при перегреве";"";"fubagbora-20-m.jpg";"есть";"";"300 куб.м/ч";"FUBAG Bora 20 M";"";"тепловая пушка";"220/230 В";"";"ручка";0;"ТЭН";"есть";"";"";"";1438;"механическое, регулировка температуры, выключатель со световым индикатором";"";"";"напольный";0;"";"есть";0;"нет"
