"Регулировка мощности";"Вес";"Уровень шума";"Тип инфракрасного обогревателя";"Уровни мощности";"Защитные функции";"Установка тепловой завесы";"Изображение";"Термостат";"Количество секций";"Максимальный воздухообмен";"Наименование";"Габариты (ШхВхГ)";"Тип";"Напряжение";"Поворот корпуса";"Удобство использования";"Потребляемая энергия";"Тип нагревательного элемента";"Вентиляция без нагрева";"Дополнительная информация";"Каминный эффект";"Ионизатор";"Цена";"Управление";"Пылевой фильтр";"Увлажнитель";"Варианты монтажа";"Площадь обогрева";"Максимальный нагрев поверхности";"Вентилятор";"Мощность обогрева";"Таймер"
"";7.0;0;"";"";"защита от мороза, отключение при перегреве, влагозащитный корпус";"";"noirotmelodie-evolution-plinth-1500.jpg";"есть";"";"";"Noirot Melodie Evolution (Plinth) 1500";"130x22x8 см";"конвектор";"";"";"";0;"";"";"ножки для напольной установки опционально";"";"";11315;"регулировка температуры, режим программирования, выключатель со световым индикатором";"";"";"настенный, напольный";20;"";"";1500;"нет"
"";3.5;0;"";"";"защита от мороза, отключение при перегреве, влагозащитный корпус";"";"noirotmelodie-evolution-plinth-500.jpg";"есть";"";"";"Noirot Melodie Evolution (Plinth) 500";"58x22x8 см";"конвектор";"";"";"";0;"";"";"ножки для напольной установки опционально";"";"";7296;"регулировка температуры, режим программирования, выключатель со световым индикатором";"";"";"настенный, напольный";8;"";"";500;"нет"
"";4.5;0;"";"";"защита от мороза, отключение при перегреве, влагозащитный корпус";"";"noirotmelodie-evolution-plinth-750.jpg";"есть";"";"";"Noirot Melodie Evolution (Plinth) 750";"82x22x8 см";"конвектор";"";"";"";0;"";"";"ножки для напольной установки опционально";"";"";0;"регулировка температуры, режим программирования, выключатель со световым индикатором";"";"";"настенный, напольный";10;"";"";750;"нет"
"";4.7;0;"";"";"защита от мороза, отключение при перегреве, влагозащитный корпус";"";"noirotmelodie-evolution-high-1000.jpg";"есть";"";"";"Noirot Melodie Evolution (high) 1000";"34x65x8 см";"конвектор";"";"";"";0;"";"";"ножки для напольной установки опционально";"";"";6055;"регулировка температуры, режим программирования, выключатель со световым индикатором";"";"";"настенный, напольный";15;"";"";1000;"нет"
"";5.6;0;"";"";"защита от мороза, отключение при перегреве, влагозащитный корпус";"";"noirotmelodie-evolution-high-1250.jpg";"есть";"";"";"Noirot Melodie Evolution (high) 1250";"42x65x8 см";"конвектор";"";"";"";0;"";"";"ножки для напольной установки опционально";"";"";6593;"регулировка температуры, режим программирования, выключатель со световым индикатором";"";"";"настенный, напольный";18;"";"";1250;"нет"
"";6.5;0;"";"";"защита от мороза, отключение при перегреве, влагозащитный корпус";"";"noirotmelodie-evolution-high-1500.jpg";"есть";"";"";"Noirot Melodie Evolution (high) 1500";"50x65x8 см";"конвектор";"";"";"";0;"";"";"ножки для напольной установки опционально";"";"";6789;"регулировка температуры, режим программирования, выключатель со световым индикатором";"";"";"настенный, напольный";20;"";"";1500;"нет"
"";7.4;0;"";"";"защита от мороза, отключение при перегреве, влагозащитный корпус";"";"noirotmelodie-evolution-high-1750.jpg";"есть";"";"";"Noirot Melodie Evolution (high) 1750";"58x65x8 см";"конвектор";"";"";"";0;"";"";"ножки для напольной установки опционально";"";"";7265;"регулировка температуры, режим программирования, выключатель со световым индикатором";"";"";"настенный, напольный";22;"";"";1750;"нет"
"";8.3;0;"";"";"защита от мороза, отключение при перегреве, влагозащитный корпус";"";"noirotmelodie-evolution-high-2000.jpg";"есть";"";"";"Noirot Melodie Evolution (high) 2000";"66x65x8 см";"конвектор";"";"";"";0;"";"";"ножки для напольной установки опционально";"";"";7581;"регулировка температуры, режим программирования, выключатель со световым индикатором";"";"";"настенный, напольный";25;"";"";2000;"нет"
"";4.4;0;"";"";"защита от мороза, отключение при перегреве, влагозащитный корпус";"";"noirotmelodie-evolution-high-750.jpg";"есть";"";"";"Noirot Melodie Evolution (high) 750";"30x65x8 см";"конвектор";"";"";"";0;"";"";"ножки для напольной установки опционально";"";"";5665;"регулировка температуры, режим программирования, выключатель со световым индикатором";"";"";"настенный, напольный";10;"";"";750;"нет"
"";4.5;0;"";"";"защита от мороза, отключение при перегреве, влагозащитный корпус";"";"noirotmelodie-evolution-low-1000.jpg";"есть";"";"";"Noirot Melodie Evolution (low) 1000";"58x33x8 см";"конвектор";"";"";"";0;"";"";"ножки для напольной установки опционально";"";"";5580;"регулировка температуры, режим программирования, выключатель со световым индикатором";"";"";"настенный, напольный";15;"";"";1000;"нет"
"";6.0;0;"";"";"защита от мороза, отключение при перегреве, влагозащитный корпус";"";"noirotmelodie-evolution-low-1250.jpg";"есть";"";"";"Noirot Melodie Evolution (low) 1250";"82x33x8 см";"конвектор";"";"";"";0;"";"";"ножки для напольной установки опционально";"";"";6593;"регулировка температуры, режим программирования, выключатель со световым индикатором";"";"";"настенный, напольный";18;"";"";1250;"нет"
"";6.0;0;"";"";"защита от мороза, отключение при перегреве, влагозащитный корпус";"";"noirotmelodie-evolution-low-1500.jpg";"есть";"";"";"Noirot Melodie Evolution (low) 1500";"82x33x8 см";"конвектор";"";"";"";0;"";"";"ножки для напольной установки опционально";"";"";6729;"регулировка температуры, режим программирования, выключатель со световым индикатором";"";"";"настенный, напольный";20;"";"";1500;"нет"
"";7.5;0;"";"";"защита от мороза, отключение при перегреве, влагозащитный корпус";"";"noirotmelodie-evolution-low-1750.jpg";"есть";"";"";"Noirot Melodie Evolution (low) 1750";"106x33x8 см";"конвектор";"";"";"";0;"";"";"ножки для напольной установки опционально";"";"";7950;"регулировка температуры, режим программирования, выключатель со световым индикатором";"";"";"настенный, напольный";22;"";"";1750;"нет"
"";7.5;0;"";"";"защита от мороза, отключение при перегреве, влагозащитный корпус";"";"noirotmelodie-evolution-low-2000.jpg";"есть";"";"";"Noirot Melodie Evolution (low) 2000";"106x33x8 см";"конвектор";"";"";"";0;"";"";"ножки для напольной установки опционально";"";"";8070;"регулировка температуры, режим программирования, выключатель со световым индикатором";"";"";"настенный, напольный";25;"";"";2000;"нет"
"";3.9;0;"";"";"защита от мороза, отключение при перегреве, влагозащитный корпус";"";"noirotmelodie-evolution-low-750.jpg";"есть";"";"";"Noirot Melodie Evolution (low) 750";"50x33x8 см";"конвектор";"";"";"";0;"";"";"ножки для напольной установки опционально";"";"";5284;"регулировка температуры, режим программирования, выключатель со световым индикатором";"";"";"настенный, напольный";10;"";"";750;"нет"
"";4.2;0;"";"";"защита от мороза, отключение при перегреве, влагозащитный корпус";"";"noirotmelodie-evolution-medium-1000.jpg";"есть";"";"";"Noirot Melodie Evolution (medium) 1000";"42x44x8 см";"конвектор";"";"";"";0;"";"";"ножки для напольной установки опционально";"";"";5518;"регулировка температуры, режим программирования, выключатель со световым индикатором";"";"";"настенный, напольный";15;"";"";1000;"нет"
"";4.8;0;"";"";"защита от мороза, отключение при перегреве, влагозащитный корпус";"";"noirotmelodie-evolution-medium-1250.jpg";"есть";"";"";"Noirot Melodie Evolution (medium) 1250";"50x44x8 см";"конвектор";"";"";"";0;"";"";"ножки для напольной установки опционально";"";"";6251;"регулировка температуры, режим программирования, выключатель со световым индикатором";"";"";"настенный, напольный";18;"";"";1250;"нет"
"";5.4;0;"";"";"защита от мороза, отключение при перегреве, влагозащитный корпус";"";"noirotmelodie-evolution-medium-1500.jpg";"есть";"";"";"Noirot Melodie Evolution (medium) 1500";"58x44x8 см";"конвектор";"";"";"";0;"";"";"ножки для напольной установки опционально";"";"";6275;"регулировка температуры, режим программирования, выключатель со световым индикатором";"";"";"настенный, напольный";20;"";"";1500;"нет"
"";6.0;0;"";"";"защита от мороза, отключение при перегреве, влагозащитный корпус";"";"noirotmelodie-evolution-medium-1750.jpg";"есть";"";"";"Noirot Melodie Evolution (medium) 1750";"66x44x8 см";"конвектор";"";"";"";0;"";"";"ножки для напольной установки опционально";"";"";6983;"регулировка температуры, режим программирования, выключатель со световым индикатором";"";"";"настенный, напольный";22;"";"";1750;"нет"
"";6.6;0;"";"";"защита от мороза, отключение при перегреве, влагозащитный корпус";"";"noirotmelodie-evolution-medium-2000.jpg";"есть";"";"";"Noirot Melodie Evolution (medium) 2000";"74x44x8 см";"конвектор";"";"";"";0;"";"";"ножки для напольной установки опционально";"";"";6993;"регулировка температуры, режим программирования, выключатель со световым индикатором";"";"";"настенный, напольный";25;"";"";2000;"нет"
"";3.5;0;"";"";"защита от мороза, отключение при перегреве, влагозащитный корпус";"";"noirotmelodie-evolution-medium-750.jpg";"есть";"";"";"Noirot Melodie Evolution (medium) 750";"34x44x8 см";"конвектор";"";"";"";0;"";"";"ножки для напольной установки опционально";"";"";0;"регулировка температуры, режим программирования, выключатель со световым индикатором";"";"";"настенный, напольный";10;"";"";750;"нет"
"";12.4;0;"";"";"защита от мороза, отключение при перегреве, влагозащитный корпус";"";"noirotr-21-1000.jpg";"есть";"";"";"Noirot R-21 1000";"84x60.8x10 см";"конвектор";"";"";"";0;"";"";"специальные ножки для напольной установки (дополнительная опция)";"";"";19400;"электронное, регулировка температуры, режим программирования";"";"";"настенный, напольный";15;"";"";1000;"нет"
"";14.7;0;"";"";"защита от мороза, отключение при перегреве, влагозащитный корпус";"";"noirotr-21-1500.jpg";"есть";"";"";"Noirot R-21 1500";"100x60.8x10 см";"конвектор";"";"";"";0;"";"";"специальные ножки для напольной установки (дополнительная опция)";"";"";21216;"регулировка температуры, режим программирования";"";"";"настенный, напольный";20;"";"";1500;"нет"
"";18.2;0;"";"";"защита от мороза, отключение при перегреве, влагозащитный корпус";"";"noirotr-21-2000.jpg";"есть";"";"";"Noirot R-21 2000";"127x60.8x10 см";"конвектор";"";"";"";0;"";"";"специальные ножки для напольной установки (дополнительная опция)";"";"";25290;"электронное, регулировка температуры, режим программирования";"";"";"настенный, напольный";25;"";"";2000;"нет"
"";6.0;0;"";"";"защита от мороза, отключение при перегреве, влагозащитный корпус";"";"noirotr-21-500.jpg";"есть";"";"";"Noirot R-21 500";"54.5x60.8x10 см";"конвектор";"";"";"";0;"";"";"специальные ножки для напольной установки (дополнительная опция)";"";"";15800;"электронное, регулировка температуры, режим программирования";"";"";"настенный, напольный";8;"";"";500;"нет"
"есть";1.3;0;"кварцевый";"1200/600/300 Вт";"влагозащитный корпус";"";"noirotroyat-2-1200.jpg";"нет";"";"";"Noirot Royat 2 1200";"45x12x11 см";"инфракрасный";"";"есть, угол поворота 30°";"";0;"";"";"";"";"";4053;"";"";"";"настенный";15;"";"";0;"нет"
"есть";1.5;0;"кварцевый";"1800/900/450 Вт";"влагозащитный корпус";"";"noirotroyat-2-1800.jpg";"нет";"";"";"Noirot Royat 2 1800";"55x12x11 см";"инфракрасный";"";"";"";0;"";"";"";"";"";0;"";"";"";"настенный";20;"";"";0;"нет"
"";4.1;0;"";"";"защита от мороза, отключение при перегреве, влагозащитный корпус";"";"noirotspot-e-3-1000.jpg";"есть";"";"";"Noirot Spot E-3 1000";"42x44x8 см";"конвектор";"220/230 В";"";"";0;"";"";"колеса опционально";"";"";3750;"механическое, регулировка температуры";"";"";"настенный, напольный";15;"";"";1000;"нет"
"";4.7;0;"";"";"защита от мороза, отключение при перегреве, влагозащитный корпус";"";"noirotspot-e-3-1250.jpg";"есть";"";"";"Noirot Spot E-3 1250";"50x44x8 см";"конвектор";"220/230 В";"";"";0;"";"";"колеса опционально";"";"";4220;"механическое, регулировка температуры";"";"";"настенный, напольный";18;"";"";1250;"нет"
"";5.4;0;"";"";"защита от мороза, отключение при перегреве, влагозащитный корпус";"";"noirotspot-e-3-1500.jpg";"есть";"";"";"Noirot Spot E-3 1500";"58x44x8 см";"конвектор";"220/230 В";"";"";0;"";"";"колеса опционально";"";"";4200;"механическое, регулировка температуры";"";"";"настенный, напольный";20;"";"";1500;"нет"
"";5.9;0;"";"";"защита от мороза, отключение при перегреве, влагозащитный корпус";"";"noirotspot-e-3-1750.jpg";"есть";"";"";"Noirot Spot E-3 1750";"66x44x8 см";"конвектор";"220/230 В";"";"";0;"";"";"колеса опционально";"";"";4860;"механическое, регулировка температуры";"";"";"настенный, напольный";22;"";"";1750;"нет"
"";6.5;0;"";"";"защита от мороза, отключение при перегреве, влагозащитный корпус";"";"noirotspot-e-3-2000.jpg";"есть";"";"";"Noirot Spot E-3 2000";"74x44x8 см";"конвектор";"220/230 В";"";"";0;"";"";"колеса опционально";"";"";4950;"механическое, регулировка температуры";"";"";"настенный, напольный";25;"";"";2000;"нет"
"";3.6;0;"";"";"защита от мороза, отключение при перегреве, влагозащитный корпус";"";"noirotspot-e-3-500.jpg";"есть";"";"";"Noirot Spot E-3 500";"34x44x8 см";"конвектор";"220/230 В";"";"";0;"";"";"колеса опционально";"";"";3376;"механическое, регулировка температуры";"";"";"настенный, напольный";8;"";"";500;"нет"
"";3.6;0;"";"";"защита от мороза, отключение при перегреве, влагозащитный корпус";"";"noirotspot-e-3-750.jpg";"есть";"";"";"Noirot Spot E-3 750";"34x44x8 см";"конвектор";"220/230 В";"";"";0;"";"";"колеса опционально";"";"";3430;"механическое, регулировка температуры";"";"";"настенный, напольный";0;"";"";750;"нет"
"";4.2;0;"";"";"защита от мороза, отключение при перегреве, влагозащитный корпус";"";"noirotspot-e-ii-1000.jpg";"есть";"";"";"Noirot Spot E-II 1000";"42x44x8 см";"конвектор";"220/230 В";"";"";0;"";"";"опция: колеса для перемещения";"";"";3680;"механическое, регулировка температуры, выключатель со световым индикатором";"";"";"настенный, напольный";15;"";"";1000;"нет"
"";4.7;0;"";"";"защита от мороза, отключение при перегреве, влагозащитный корпус";"";"noirotspot-e-ii-1250.jpg";"есть";"";"";"Noirot Spot E-II 1250";"50x44x8 см";"конвектор";"220/230 В";"";"";0;"";"";"опция: колеса для перемещения";"";"";4505;"механическое, регулировка температуры, выключатель со световым индикатором";"";"";"настенный, напольный";18;"";"";1250;"нет"
"";5.5;0;"";"";"защита от мороза, отключение при перегреве, влагозащитный корпус";"";"noirotspot-e-ii-1500.jpg";"есть";"";"";"Noirot Spot E-II 1500";"58x44x8 см";"конвектор";"220/230 В";"";"";0;"";"";"опция: колеса для перемещения";"";"";4851;"механическое, регулировка температуры, выключатель со световым индикатором";"";"";"настенный, напольный";20;"";"";1500;"нет"
"";6.0;0;"";"";"защита от мороза, отключение при перегреве, влагозащитный корпус";"";"noirotspot-e-ii-1750.jpg";"есть";"";"";"Noirot Spot E-II 1750";"66x44x8 см";"конвектор";"";"";"";0;"";"";"опция: колеса для перемещения";"";"";5198;"механическое, регулировка температуры, выключатель со световым индикатором";"";"";"настенный, напольный";22;"";"";1750;"нет"
"";6.6;0;"";"";"защита от мороза, отключение при перегреве, влагозащитный корпус";"";"noirotspot-e-ii-2000.jpg";"есть";"";"";"Noirot Spot E-II 2000";"74x44x8 см";"конвектор";"220/230 В";"";"";0;"";"";"опция: колеса для перемещения";"";"";5642;"механическое, регулировка температуры, выключатель со световым индикатором";"";"";"настенный, напольный";25;"";"";2000;"нет"
"";3.6;0;"";"";"защита от мороза, отключение при перегреве, влагозащитный корпус";"";"noirotspot-e-ii-500.jpg";"есть";"";"";"Noirot Spot E-II 500";"34x44x8 см";"конвектор";"";"";"";0;"";"";"опция: колеса для перемещения";"";"";3210;"механическое, регулировка температуры, выключатель со световым индикатором";"";"";"настенный, напольный";8;"";"";500;"нет"
"";3.6;0;"";"";"защита от мороза, отключение при перегреве, влагозащитный корпус";"";"noirotspot-e-ii-750.jpg";"есть";"";"";"Noirot Spot E-II 750";"34x44x8 см";"конвектор";"220/230 В";"";"";0;"";"";"опция: колеса для перемещения";"";"";0;"механическое, регулировка температуры, выключатель со световым индикатором";"";"";"настенный, напольный";10;"";"";750;"нет"
"";4.1;0;"";"";"отключение при перегреве, влагозащитный корпус";"";"noirotspot-e-pro-1000.jpg";"есть";"";"";"Noirot Spot E-Pro 1000";"42x44x8 см";"конвектор";"220/230 В";"";"колесики";0;"";"";"";"";"";4639;"электронное, дисплей, регулировка температуры";"";"";"настенный, напольный";15;"";"";1000;"нет"
"";4.7;0;"";"";"отключение при перегреве, влагозащитный корпус";"";"noirotspot-e-pro-1250.jpg";"есть";"";"";"Noirot Spot E-Pro 1250";"50x44x8 см";"конвектор";"220/230 В";"";"колесики";0;"";"";"";"";"";5077;"электронное, дисплей, регулировка температуры";"";"";"настенный, напольный";18;"";"";1250;"нет"
"";5.4;0;"";"";"отключение при перегреве, влагозащитный корпус";"";"noirotspot-e-pro-1500.jpg";"есть";"";"";"Noirot Spot E-Pro 1500";"58x44x8 см";"конвектор";"220/230 В";"";"колесики";0;"";"";"";"";"";5289;"электронное, дисплей, регулировка температуры";"";"";"настенный, напольный";20;"";"";1500;"нет"
"";5.9;0;"";"";"отключение при перегреве, влагозащитный корпус";"";"noirotspot-e-pro-1750.jpg";"есть";"";"";"Noirot Spot E-Pro 1750";"66x44x8 см";"конвектор";"220/230 В";"";"колесики";0;"";"";"";"";"";5719;"электронное, дисплей, регулировка температуры";"";"";"настенный, напольный";22;"";"";1750;"нет"
"";6.5;0;"";"";"отключение при перегреве, влагозащитный корпус";"";"noirotspot-e-pro-2000.jpg";"есть";"";"";"Noirot Spot E-Pro 2000";"74x44x8 см";"конвектор";"220/230 В";"";"колесики";0;"";"";"";"";"";5977;"электронное, дисплей, регулировка температуры";"";"";"настенный, напольный";25;"";"";2000;"нет"
"";3.6;0;"";"";"отключение при перегреве, влагозащитный корпус";"";"noirotspot-e-pro-500.jpg";"есть";"";"";"Noirot Spot E-Pro 500";"34x44x8 см";"конвектор";"220/230 В";"";"колесики";0;"";"";"";"";"";4169;"электронное, дисплей, регулировка температуры";"";"";"настенный, напольный";8;"";"";500;"нет"
"";3.6;0;"";"";"отключение при перегреве, влагозащитный корпус";"";"noirotspot-e-pro-750.jpg";"есть";"";"";"Noirot Spot E-Pro 750";"34x44x8 см";"конвектор";"220/230 В";"";"колесики";0;"";"";"";"";"";4300;"электронное, дисплей, регулировка температуры";"";"";"настенный, напольный";10;"";"";750;"нет"
"";8.5;0;"";"";"защита от мороза, отключение при перегреве, влагозащитный корпус";"";"noirotverlys-evolution-1000.jpg";"есть";"";"";"Noirot Verlys Evolution 1000";"60x48x7.5 см";"конвектор";"";"";"";0;"";"";"";"";"";18468;"регулировка температуры, режим программирования";"";"";"настенный";15;"";"";1000;"нет"
"";11.5;0;"";"";"защита от мороза, отключение при перегреве, влагозащитный корпус";"";"noirotverlys-evolution-1250.jpg";"есть";"";"";"Noirot Verlys Evolution 1250";"80.7x48x7.5 см";"конвектор";"";"";"";0;"";"";"";"";"";19748;"регулировка температуры, режим программирования";"";"";"настенный";18;"";"";1250;"нет"
"";11.5;0;"";"";"защита от мороза, отключение при перегреве, влагозащитный корпус";"";"noirotverlys-evolution-1500.jpg";"есть";"";"";"Noirot Verlys Evolution 1500";"80.7x48x7.5 см";"конвектор";"";"";"";0;"";"";"";"";"";22760;"регулировка температуры, режим программирования";"";"";"настенный";20;"";"";1500;"нет"
"";14.0;0;"";"";"защита от мороза, отключение при перегреве, влагозащитный корпус";"";"noirotverlys-evolution-2000.jpg";"есть";"";"";"Noirot Verlys Evolution 2000";"100x48x7.5 см";"конвектор";"";"";"";0;"";"";"";"";"";25100;"регулировка температуры, режим программирования";"";"";"настенный";25;"";"";2000;"нет"
"";8.5;0;"";"";"защита от мороза, отключение при перегреве, влагозащитный корпус";"";"noirotverlys-evolution-750.jpg";"есть";"";"";"Noirot Verlys Evolution 750";"60x48x7.5 см";"инфракрасный";"";"";"";0;"";"";"";"";"";15762;"регулировка температуры, режим программирования";"";"";"настенный";10;"";"";750;"нет"
"Olefini"
"есть";10.0;57;"";"4000/2000 Вт";"";"макс. высота установки 2.50 м";"olefinid-800-s.jpg";"есть";"";"1140 куб.м/ч";"Olefini D 800 S";"81x17.2x16.6 см";"тепловая завеса";"220/230 В";"";"";0;"";"";"";"";"";12500;"пульт ДУ, регулировка температуры";"";"";"настенный";0;"";"есть";0;""
"есть";11.0;60;"";"6000/3000 Вт";"отключение при перегреве";"макс. высота установки 2.30 м";"olefiniintellect-10.jpg";"";"";"1250 куб.м/ч";"Olefini Intellect 1.0";"";"тепловая завеса";"380/400 В";"";"";0;"";"есть";"";"";"";16130;"электронное, пульт ДУ, регулировка температуры, выключатель со световым индикатором";"";"";"настенный";0;"";"есть";0;"нет"
"есть";27.0;56;"";"";"отключение при перегреве";"макс. высота установки 2.50 м";"olefinikeh-15.jpg";"";"";"1370 куб.м/ч";"Olefini KEH-15";"140.9x17.2x27.4 см";"тепловая завеса";"380/400 В";"";"";0;"ТЭН";"";"пылеулавливающий фильтр и инфракрасный пульт ДУ опционально";"";"";32852;"";"";"";"настенный";0;"";"есть";9000;"нет"
"есть";30.0;56;"";"";"отключение при перегреве";"горизонтальная, макс. высота установки 2.30м";"olefinikeh-16.jpg";"";"";"1600 куб.м/ч";"Olefini KEH-16";"160.9x17.2x27.4 см";"тепловая завеса";"380/400 В";"";"";0;"ТЭН";"";"пылеулавливающий фильтр и инфракрасный пульт ДУ опционально";"";"";42204;"";"";"";"настенный";0;"";"есть";12000;"нет"
"есть";33.0;59;"";"";"отключение при перегреве";"горизонтальная, макс. высота установки 2.30м";"olefinikeh-17.jpg";"";"";"1820 куб.м/ч";"Olefini KEH-17";"180.9x17.2x27.4 см";"тепловая завеса";"380/400 В";"";"";0;"ТЭН";"";"пылеулавливающий фильтр и инфракрасный пульт ДУ опционально";"";"";44721;"";"";"";"настенный";0;"";"есть";12000;"нет"
"есть";31.0;62;"";"15000/12000 Вт";"";"макс. высота установки 3.50 м";"olefinikeh-34.jpg";"есть";"";"2590 куб.м/ч";"Olefini KEH-34";"124.9x20.5x27.7 см";"тепловая завеса";"380/400 В";"";"";0;"ТЭН";"";"";"";"";40540;"электронное, пульт ДУ, регулировка температуры";"есть";"";"настенный";0;"";"есть";0;"нет"
"есть";34.0;62;"";"15000/12000 Вт";"отключение при перегреве";"";"olefinikeh-35.jpg";"есть";"";"3110 куб.м/ч";"Olefini KEH-35";"145x20.5x27.7 см";"тепловая завеса";"380/400 В";"";"";0;"ТЭН";"";"";"";"";42204;"электронное, пульт ДУ, регулировка температуры";"есть";"";"настенный";0;"";"есть";0;"нет"
"есть";37.0;62;"";"15000/12000 Вт";"защита от мороза, отключение при перегреве";"макс. высота установки 3.50 м";"olefinikeh-36.jpg";"есть";"";"3630 куб.м/ч";"Olefini KEH-36";"165.1x20.5x27.7 см";"тепловая завеса";"380/400 В";"";"";0;"ТЭН";"";"опции: пылевой фильр";"";"";0;"пульт ДУ, регулировка температуры";"";"";"настенный";0;"";"есть";0;""
"есть";10.0;58;"";"6000/4000/2000 Вт";"отключение при перегреве";"горизонтальная, макс. высота установки 2.50м";"olefinikeh-43-60-kvt.jpg";"";"";"2070 куб.м/ч";"Olefini KEH-43 (6,0 кВт)";"106.6x23x19 см";"тепловая завеса";"380/400 В";"";"";0;"";"";"инфракрасный пульт ДУ опционально";"";"";15540;"";"";"";"настенный";0;"";"есть";0;"нет"
"есть";14.0;58;"";"";"отключение при перегреве";"горизонтальная, макс. высота установки 2.50м";"olefinikeh-46.jpg";"";"";"3221 куб.м/ч";"Olefini KEH-46";"165x23x19 см";"тепловая завеса";"380/400 В";"";"";0;"";"";"инфракрасный пульт ДУ опционально";"";"";21134;"";"";"";"настенный";0;"";"есть";9000;"нет"
"есть";11.0;58;"";"";"отключение при перегреве";"горизонтальная, макс. высота установки 2.30м";"olefinileh-13-s.jpg";"";"";"1645 куб.м/ч";"Olefini LEH-13 S";"110.5x27.4x23.6 см";"тепловая завеса";"380/400 В";"";"";0;"";"";"пылеулавливающий фильтр и инфракрасный пульт ДУ опционально, безинерционный ленточный нагревательный элемент";"";"";21785;"";"";"";"настенный";0;"";"есть";6000;"нет"
"";4.0;57;"";"";"отключение при перегреве";"макс. высота установки 1 м";"olefinimini-700.jpg";"есть";"";"300 куб.м/ч";"Olefini Mini 700";"69.9x20.2x12.1 см";"тепловая завеса";"220/230 В";"";"";0;"";"";"";"";"";8000;"пульт ДУ, регулировка температуры";"";"";"настенный";0;"";"есть";4000;"нет"
"есть";11.0;58;"";"";"отключение при перегреве";"горизонтальная, макс. высота установки 2.30м";"olefinireh-13s.jpg";"";"";"1645 куб.м/ч";"Olefini REH-13S";"110.5x27.4x23.6 см";"тепловая завеса";"380/400 В";"";"";0;"";"";"пылеулавливающий фильтр и инфракрасный пульт ДУ опционально";"";"";21785;"";"";"";"настенный";0;"";"есть";6000;"нет"
"PIRAN"
"есть";5.5;0;"";"3000/1500 Вт";"";"";"piranh3000.jpg";"есть";"";"";"PIRAN H3000";"";"тепловая пушка";"220/230 В";"";"ручка";0;"ТЭН";"есть";"3 режима нагрева";"";"";3000;"механическое";"";"";"напольный";0;"";"есть";0;"нет"
"есть";7.0;0;"";"3000/1500 Вт";"";"";"piranht3000.jpg";"есть";"";"";"PIRAN HT3000";"";"тепловая пушка";"220/230 В";"";"ручка";0;"ТЭН";"";"3 режима нагрева";"";"";3600;"механическое";"";"";"напольный";0;"";"есть";0;"нет"
"есть";8.0;0;"";"5000/2500 Вт";"";"";"piranht5000.jpg";"есть";"";"";"PIRAN HT5000";"";"тепловая пушка";"380/400 В";"";"ручка";0;"ТЭН";"";"3 режима нагрева";"";"";4000;"механическое";"";"";"напольный";0;"";"есть";0;"нет"
"Polaris"
"есть";0.0;0;"";"1500/1000 Вт";"отключение при перегреве";"";"polarispcdh-0715.jpg";"есть";"";"";"Polaris PCDH 0715";"";"термовентилятор";"220/230 В";"";"ручка";0;"керамический нагреватель";"есть";"";"";"";1055;"механическое, регулировка температуры";"";"";"напольный";18;"";"есть";0;"нет"
"";1.25;0;"";"";"отключение при перегреве";"";"polarispcdh-1115.jpg";"есть";"";"";"Polaris PCDH 1115";"";"термовентилятор";"";"";"";0;"керамический нагреватель";"";"";"";"";0;"регулировка температуры, выключатель со световым индикатором";"";"";"напольный";0;"";"есть";1500;"нет"
"";1.5;0;"";"";"отключение при перегреве";"";"polarispcdh-1316.jpg";"есть";"";"";"Polaris PCDH 1316";"23x25x23 см";"термовентилятор";"220/230 В";"";"";0;"керамический нагреватель";"есть";"";"";"";1029;"механическое, регулировка температуры";"";"";"напольный";0;"";"есть";1600;"нет"
"есть";0.0;0;"";"";"отключение при перегреве, отключение при опрокидывании";"";"polarispcdh-1416.jpg";"есть";"";"";"Polaris PCDH 1416";"";"термовентилятор";"220/230 В";"есть";"ручка";0;"керамический нагреватель";"есть";"";"";"";1350;"механическое, регулировка температуры, выключатель со световым индикатором";"";"";"напольный";0;"";"есть";1600;"нет"
"есть";0.0;0;"";"";"отключение при перегреве, отключение при опрокидывании";"";"polarispcdh-1618.jpg";"есть";"";"";"Polaris PCDH 1618";"";"термовентилятор";"220/230 В";"";"ручка";0;"керамический нагреватель";"есть";"";"";"";1430;"механическое, регулировка температуры, выключатель со световым индикатором";"";"";"напольный";18;"";"есть";1800;"нет"
"";8.0;0;"";"";"";"";"polarispch-1064g.jpg";"есть";"";"";"Polaris PCH 1064G";"60x48x9.5 см";"конвектор";"220/230 В";"";"";0;"";"";"";"";"";2441;"электронное, дисплей, регулировка температуры, отсрочка старта";"";"";"настенный";0;"";"";1000;"есть, на 24 ч"
"";0.0;0;"";"";"";"";"polarispch-1071.jpg";"есть";"";"";"Polaris PCH 1071";"";"конвектор";"220/230 В";"";"";0;"";"";"";"";"";0;"механическое, регулировка температуры";"";"";"настенный";0;"";"";1000;"нет"
"есть";0.0;0;"";"";"влагозащитный корпус";"";"polarispch-1074.jpg";"есть";"";"";"Polaris PCH 1074";"";"конвектор";"220/230 В";"";"";0;"";"";"";"";"";1652;"механическое, регулировка температуры";"";"";"настенный";12;"";"";1000;"нет"
